       128,         2,     15141,         3
       130,         2,     13608,         3
       132,         2,     14981,         3
       134,         2,     54221,         3
       135,         2,     15257,         3
       136,         2,     15728,         3
       138,         2,     45773,         3
       139,         2,     15765,         3
       140,         2,      3147,         3
       142,         2,     34257,         3
       143,         2,     29935,         3
       144,         2,     28749,         3
       146,         2,     35382,         3
       147,         2,     30733,         3
       148,         2,     31888,         3
       149,         2,     47149,         2
       150,         2,     32805,         3
       153,         2,     46991,         3
       154,         2,     12724,         3
       155,         2,     13792,         3
       157,         2,     47731,         3
       158,         2,     13287,         3
       159,         2,     11122,         3
       161,         2,     39016,         3
       162,         2,      9187,         3
       163,         2,     11202,         3
       166,         2,     41395,         3
       167,         2,     11201,         3
       168,         2,     12456,         3
       170,         2,     40544,         3
       171,         2,     12853,         3
       172,         2,     12915,         3
       174,         2,     16563,         3
       175,         2,     13402,         3
       626,         2,     31016,         3
       628,         2,     23653,         3
       630,         2,     23370,         3
       632,         2,     21919,         3
       633,         5,    175932,         2
       634,         2,     20904,         3
       635,         5,    173773,         2
       636,         2,     21373,         3
       638,         2,      2572,         3
       639,         2,     24207,         3
       640,         4,    153049,         2
       641,         2,     20215,         3
       642,         4,    147324,         2
       643,         2,     19886,         3
       644,         3,    134702,         2
       645,         2,     20585,         3
       646,         3,    102539,         2
       647,         2,     30173,         3
       648,         2,     21928,         3
       649,         2,     46622,         2
       650,         2,     30380,         3
       653,         2,     23809,         3
       654,         2,     18272,         3
       656,         2,     17292,         3
       657,         2,     23059,         3
       659,         2,     20697,         3
       660,         2,     18634,         3
       662,         2,     16744,         3
       663,         2,     20168,         3
       665,         2,     15901,         3
       666,         2,      1478,         3
       668,         2,     19931,         3
       669,         2,     16922,         3
       671,         2,     16086,         3
       672,         2,     19123,         3
       674,         2,     17453,         3
       675,         2,     16695,         3
       677,         2,     16167,         3
       678,         2,     23508,         3
       680,         2,     18460,         3
       681,         2,     15962,         3
       683,         2,     14676,         3
       684,         2,     18169,         3
       686,         2,     18178,         3
       687,         2,     15384,         3
       688,         4,    113438,         2
       689,         2,     17846,         3
       690,         2,      3603,         3
       691,         4,    134588,         2
       692,         2,     15444,         3
       693,         2,     18406,         3
       694,         3,     94789,         2
       695,         2,     19120,         3
       696,         2,     16244,         3
       697,         2,     66200,         2
       698,         2,     16892,         3
       699,         2,     20271,         3
       700,         2,     25193,         2
       703,         2,     17712,         3
       704,         2,     14135,         3
       706,         2,     12399,         3
       707,         2,     17149,         3
       709,         2,     16024,         3
       710,         2,     13898,         3
       712,         2,     12853,         3
       713,         2,     16022,         3
       716,         2,     16643,         3
       717,         2,     13750,         3
       719,         2,     13131,         3
       720,         2,     16590,         3
       722,         2,     15249,         3
       723,         2,     13698,         3
       725,         2,     15211,         3
       727,         2,     20152,         3
       729,         2,     16672,         3
       731,         2,     16218,         3
       733,         2,     15684,         3
       735,         2,     15835,         3
       737,         2,     15622,         3
       738,         4,    107207,         2
       739,         2,     15573,         3
       740,         2,      4891,         3
       741,         4,    104845,         2
       742,         2,     15675,         3
       743,         3,     99516,         2
       744,         2,     16405,         3
       745,         3,     86321,         2
       746,         2,     15964,         3
       747,         2,     66976,         2
       748,         2,     17804,         3
       749,         2,     34361,         2
       750,         2,     20372,         3
       753,         2,     15207,         3
       754,         2,     10626,         3
       756,         2,     11667,         3
       757,         2,     15552,         3
       759,         2,     14438,         3
       760,         2,     12491,         3
       762,         2,     10351,         3
       763,         2,     14636,         3
       765,         2,     11303,         3
       766,         2,      2845,         3
       768,         2,     14431,         3
       769,         2,     12329,         3
       771,         2,     11238,         3
