      3851,        13,    511970,         1
      3853,         2,     23435,         3
      3855,         2,      8017,         3
      3857,         2,     14750,         3
      3859,         2,      4367,         3
      3861,         2,     12530,         3
      3863,         2,      6019,         3
      3876,         8,    377900,         2
      3878,         2,     41093,         3
      3880,         6,    133829,         2
      3882,         2,     24927,         3
      3884,         5,    118951,         2
      3886,         2,     17628,         3
      3888,         4,     73816,         2
      3890,         2,      2165,         3
      3892,         3,     67838,         2
      3894,         2,      5415,         3
      3896,         2,     20009,         2
      3898,         2,      2576,         3
      3900,         2,      3528,         2
      3901,        14,    659860,         1
      3903,         2,      4738,         3
      3904,         2,      2913,         3
      3905,         2,      3416,         3
      3907,         2,      4750,         3
      3909,         2,      3230,         3
      3911,         2,      4495,         3
      3913,         2,      3116,         3
      3926,         7,    295843,         2
      3928,         2,     11057,         3
      3932,         2,      5842,         3
      3951,        14,    657842,         1
      3953,         2,      6138,         3
      4033,         2,     24465,         3
      4035,         5,    131482,         2
      4037,         2,     31901,         3
      4039,         4,    115157,         2
      4041,         2,      3257,         3
      4043,         3,     97845,         2
      4045,         2,     36550,         3
      4047,         2,     56673,         2
      4049,         2,     33798,         3
      4051,         5,    365743,         1
      4053,         2,     37375,         3
      4055,         2,     16410,         3
      4057,         2,     17699,         3
      4059,         6,     62643,         2
      4061,         2,      8597,         3
      4063,         5,     46654,         2
      4065,         4,     34073,         2
      4067,         4,     35318,         2
      4069,         4,     38831,         2
      4071,         4,     42750,         2
      4073,         4,    103390,         2
      4075,         2,     25043,         3
      4076,         4,    167975,         2
      4077,         2,     59776,         3
      4078,         2,     33309,         3
      4079,         2,     19333,         3
      4080,         2,     37834,         2
      4081,         2,     11265,         3
      4082,         2,     15647,         3
      4083,         7,    445302,         1
      4084,         5,    119112,         2
      4085,         2,     37150,         3
      4086,         2,     24433,         3
      4087,         2,     33077,         3
      4088,         4,     80251,         2
      4089,         2,     44233,         3
      4090,         2,      1881,         3
      4091,         2,     19766,         3
      4092,         3,     97911,         2
      4093,         2,     51081,         3
      4094,         2,     20340,         3
      4095,         2,     25511,         3
      4096,         3,     89268,         2
      4097,         2,     64529,         3
      4098,         2,     25422,         3
      4099,         2,     26720,         3
      4100,         2,     44708,         2
      4101,        12,    412062,         1
      4102,        10,    102916,         2
      4103,         2,     50157,         3
      4104,         2,     23976,         3
      4105,         2,     31868,         3
      4106,         9,    128908,         2
      4107,         2,     58886,         3
      4108,         2,     35182,         3
      4109,         2,     31264,         3
      4110,         9,    144606,         2
      4111,         2,     42417,         3
      4112,         2,     22621,         3
      4113,         2,     11606,         3
      4114,         8,     69911,         2
      4115,         2,     12697,         3
      4116,         2,      3212,         3
      4117,         2,     11931,         3
      4118,         7,     72953,         2
      4119,         2,     17201,         3
      4120,         2,     10859,         3
      4121,         2,     12707,         3
      4122,         7,    113971,         2
      4123,         2,     37018,         3
      4124,         2,     26084,         3
      4125,         2,     32954,         3
      4126,         8,    376511,         2
      4127,         2,     42019,         3
      4128,         2,     35656,         3
      4129,         2,     19421,         3
      4130,         5,     85543,         2
      4131,         2,     24093,         3
      4132,         2,     14651,         3
      4133,         2,     16246,         3
